PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
4567,182.1,145.45,164.4,112.81,12.13,12.21,0.37,11.97,6.41,19.52,18.2,82.23,6.41
4568,183.8,175.74,176.7,112.87,12.06,12.26,,11.97,6.6,24.05,17.6,103.92,6.63
4569,160.6,159.3,161.2,115.78,11.8,12.14,0.38,11.97,6.61,25.28,19.4,106.41,6.61
4570,153.2,144.16,160.7,116.25,12.11,12.3,0.36,11.97,6.41,22.23,16,86.29,6.42
4571,184.1,146.79,166.7,110.56,11.86,12.19,0.39,11.98,6.62,25.64,19.6,95.8,6.61
4572,139.1,159.18,146.1,110.87,11.89,12.27,,11.97,6.61,23.55,11.2,99.85,6.61
4573,168.4,156.82,174.7,118.57,11.83,12.21,0.39,11.97,6.61,27.94,30.9,103.61,6.6
4574,140.5,168.88,149.6,113.08,11.88,12.12,,11.97,6.62,23.67,21.5,104.27,6.61
4575,151,177.88,159.4,109.91,11.89,12.16,,11.97,6.61,33.07,36.1,99.15,6.63
4576,184.2,170.35,160.6,114.06,12.07,12.39,,11.97,6.6,24.05,17.2,101.78,6.6
4577,147.8,131.4,145,118.09,12.09,12.27,0.35,11.97,6.41,22,17.6,97.59,6.41
4578,150.5,151.34,137.8,112.31,12.08,12.15,,11.97,6.62,23.15,27.6,98.82,6.63
4579,140.8,147.25,161.6,112.11,12.11,12.27,0.4,11.97,6.41,17.64,9.2,85.58,6.41
4580,183.7,174.22,182.3,135.56,12.06,12.27,,11.97,6.62,23.07,11.5,103.49,6.6
4581,160.6,146.94,194.2,116.79,12.04,12.2,0.41,11.97,6.4,22.34,12.7,93.54,6.4
4582,140.8,145.54,176.1,114.57,12.04,12.24,0.41,11.97,6.4,22.69,13.8,96.13,6.41
4583,148.3,138.79,173.9,110.04,12.08,12.33,0.41,11.97,6.4,21.1,12.2,97.74,6.43
4584,159.7,148.85,166.6,110.97,12.09,12.3,0.39,11.97,6.4,21.11,17.4,101.64,6.41
4585,139.9,150.3,164.2,110.04,12.05,12.28,0.41,11.97,6.41,24.17,14.1,102.06,6.4
4586,145.2,142.1,149,111.16,12.12,12.21,0.38,11.97,6.41,18.51,18.2,97.05,6.41
4587,174.1,173.09,152,110.67,12.06,12.24,,11.97,6.62,22.34,27,104.92,6.61
4588,166,167.66,143.4,109.72,11.9,12.22,,11.97,6.62,23.8,13.4,95.66,6.61
4589,170,156.79,170.5,112.2,11.82,12.3,0.34,11.97,6.6,25.03,14.4,95.69,6.62
4590,154.9,150.33,147.6,114.73,11.86,12.25,,11.97,6.61,29,16.3,98.92,6.61
4591,152,151,169.1,111.81,12.04,12.18,0.41,11.97,6.4,25.41,23.8,101.88,6.41
4592,145.5,154.64,153.6,112.76,12.08,12.21,,11.98,6.6,21.05,17.1,98.06,6.6
4593,155.3,152.66,132.9,113.74,11.82,12.25,0.36,11.97,6.61,26.53,27.5,95.78,6.6
4594,141.6,159.38,139.2,112.1,11.92,12.14,,11.97,6.6,27.27,15.1,97.61,6.61
4595,157.1,164.22,166.6,112.52,11.89,12.23,,11.97,6.62,23.18,15.2,95.13,6.6
4596,162.9,165.69,164.8,119.8,12.09,12.27,,11.97,6.62,25.53,14.8,103.97,6.6
4597,179.5,140.59,156.5,111.45,12.08,12.28,0.38,11.97,6.4,21.6,15.7,99.91,6.43
4598,136.8,155.12,163.7,112.62,11.7,12.22,,11.97,6.61,23.2,13.8,93.58,6.61
4599,148.1,152.51,142.6,109.96,12.12,12.28,0.4,11.97,6.4,18.69,15.3,79.36,6.42
4600,151.8,163.32,155.1,112.63,11.89,12.26,,11.97,6.6,23.99,12.6,92.03,6.61
4601,168.7,140.11,186.3,110.46,12.05,12.25,0.41,11.97,6.41,22.94,26.3,97.35,6.4
4602,148.2,169.77,168.8,114.34,12.08,12.19,,11.97,6.62,24.17,14.4,104.58,6.61
4603,197.5,166.19,173.7,117.77,11.86,12.34,,11.97,6.54,27.17,10,106.49,6.61
4604,161.6,162.11,164.5,120.01,11.89,12.33,,11.97,6.61,24.39,15.4,89.98,6.61
4605,149.9,146.91,162.9,111.91,11.87,12.16,,11.97,6.6,24.15,36.6,97.23,6.62
4606,178.4,150.2,155,120.12,11.84,12.18,0.39,11.97,6.61,25.92,17,97.35,6.61
4607,166.7,141.59,163.1,111.73,12.08,12.32,0.41,11.97,6.41,18.23,15.9,89.21,6.41
4608,174.9,170.65,168.2,114.31,11.81,12.29,0.36,11.97,6.61,27.31,11.7,110.2,6.6
4609,158.8,154.91,161.9,113.24,12.13,12.3,0.39,11.97,6.41,23.3,12.7,94.49,6.42
4610,156.1,150.87,152.9,109.09,12.11,12.27,0.38,11.97,6.41,20.83,11.6,85.06,6.4
4611,171.1,163.24,149.2,116.01,11.9,12.33,,11.97,6.61,24.41,11.2,99.78,6.61
4612,141.7,154.59,168.4,117.17,12.09,12.06,,11.97,6.6,23.16,18.1,106.15,6.61
4613,153.6,155.62,138.8,105.78,11.83,12.24,0.39,11.98,6.61,24.5,13.8,102.76,6.61
4614,154.6,151.51,144.7,111.4,12.13,12.24,0.36,11.97,6.41,22.77,15.1,103.26,6.4
4615,167,159.64,141.7,112.96,12.06,12.31,,11.97,6.63,22.52,45.2,93.69,6.6
4616,180.4,152.44,183.6,114.11,12.12,12.19,0.4,11.97,6.41,19.95,20.1,97.89,6.4
4617,168.9,170.1,159.2,119.2,12.07,12.18,,11.97,6.6,21.62,18,101.66,6.63
4618,126.4,155.86,153.7,110.7,12.09,12.32,0.41,11.97,6.41,25.13,9.8,103.46,6.43
4619,137.3,151.55,158,112.04,11.9,12.37,,11.98,6.63,24.23,15.8,97.32,6.62
4620,163.4,168.61,155.9,105.21,11.87,12.19,,11.98,6.62,22.42,29.2,87.71,6.63
4621,158.6,154.54,165.5,110.22,11.81,12.23,0.41,11.98,6.63,24.83,12.2,94.82,6.61
4622,166.6,156.03,140.3,113.06,11.83,12.28,0.39,11.97,6.6,26.1,15,108.5,6.61
4623,155.7,168.91,162,110.41,11.86,12.21,,11.98,6.64,23.65,21.9,89.08,6.62
4624,173.2,155.21,164.5,110.13,12.13,12.26,0.4,11.97,6.4,21.69,14.1,99.1,6.41
4625,164.8,134.17,179.8,113.2,12.04,12.29,0.41,11.97,6.4,23.62,15.9,101.88,6.41
4626,145.3,152.18,169.9,115.4,11.89,12.26,,11.97,6.6,24.98,12.9,97.18,6.6
4627,156.6,148.48,177.3,116.5,12.06,12.27,0.41,11.97,6.42,18.95,15.3,90.42,6.41
4628,121.9,154.38,190.4,116.33,11.72,12.19,,11.97,6.6,25.02,19.4,96.93,6.61
4629,153.8,162.93,161.4,119.92,11.88,12.33,,11.97,6.61,25.53,11.1,101.02,6.62
4630,192.5,146.58,171.3,116.73,11.85,12.33,0.39,11.97,6.61,26.64,23.7,104.21,6.62
4631,165.6,165.21,144.6,107.5,11.72,12.34,,11.97,6.61,29.3,13,116.45,6.61
4632,190.8,153.23,151.3,115.52,12.05,12.25,0.41,11.97,6.42,24.02,25.9,96.76,6.41
4633,168.2,157.37,135.7,111.35,12.11,12.28,0.39,11.97,6.4,19.12,16,81.44,6.41
4634,137.8,145.5,147.2,114.6,12.13,12.34,0.4,11.97,6.41,16.47,13.3,80.01,6.41
4635,165.1,145.97,144.3,113.74,12.1,12.18,0.4,11.97,6.41,18.34,16.3,87.03,6.43
4636,145.4,135.73,150.6,112.21,11.87,12.31,0.31,11.97,6.6,23.21,18.1,93.78,6.61
4637,194.3,157.81,187.5,112.01,11.76,12.24,,11.98,6.61,23.24,18.2,88.95,6.63
4638,124.3,158.69,141.5,111.34,12.08,12.23,,11.97,6.62,24.63,22.9,101.74,6.61
4639,158,158.06,150.1,117.8,12.08,12.21,,11.97,6.62,23,20.8,94.56,6.62
4640,147.1,169.98,148.1,106.35,12.06,12.26,,11.98,6.62,23.18,9.9,94.47,6.61
4641,157.3,159.79,170.5,112.59,11.9,12.31,,11.97,6.62,28.1,13.1,102.95,6.61
4642,181.5,159.55,144.8,110,12.03,12.24,0.41,11.97,6.41,23.33,12.2,92.66,6.43
4643,169.8,190.55,144.1,115.3,12.07,12.14,,11.97,6.62,24.32,35.8,100.75,6.61
4644,184,152.1,197.7,114.84,11.71,12.37,,11.97,6.6,24.96,10.3,97.11,6.51
4645,133.1,170.79,146.8,112.88,12.06,12.17,,11.97,6.62,23.59,19.7,97.19,6.62
4646,172.8,171.46,126.2,112.06,12.07,12.17,,11.97,6.61,23.45,28,104.99,6.63
4647,156.8,171.85,156.7,116.4,11.88,12.23,,11.97,6.6,22.02,18.5,96.28,6.62
4648,154.5,150.77,156.3,110.51,12.05,12.25,0.41,11.97,6.41,23.13,18.4,95.32,6.41
4649,140.5,167.56,146.1,112.44,12.09,12.17,,11.97,6.62,24.41,43.6,104.39,6.6
4650,159.1,176.65,154.8,120.06,11.89,12.25,,11.97,6.61,27.95,12.7,91.56,6.6
4651,192.1,157.54,167.8,117.53,11.84,12.25,,11.97,6.61,26.23,16.6,106.28,6.6
4652,152.2,157.56,171.5,105.51,11.92,12.23,,11.97,6.63,23.56,15,93.29,6.6
4653,176.8,170.13,151.8,108.61,11.9,12.31,,11.98,6.61,26.56,14.1,102.2,6.61
4654,154.3,144.4,140.5,113.91,11.87,12.19,0.37,11.97,6.61,23.61,60.3,97.43,6.62
4655,162.8,146.72,150.6,103.66,11.89,12.29,,11.98,6.62,21.11,10.7,88.13,6.6
4656,170,155.5,162.6,114.74,11.82,12.31,0.38,11.97,6.61,25.15,11.2,97.26,6.62
4657,140.2,161.36,170.7,109.97,11.91,12.27,,11.98,6.62,24.95,16.6,105.32,6.64
4658,185.7,136.92,191.6,108.83,11.84,12.22,0.35,11.97,6.61,22.44,14.9,95.58,6.6
4659,141.8,144.16,150.1,109.12,12.1,12.33,0.4,11.97,6.41,18.77,17.6,83.7,6.41
4660,154.3,167.94,153.9,114.65,11.85,12.15,,11.98,6.61,27.08,15.8,105.12,6.62
4661,160.3,154.4,149.5,114.64,12.04,12.25,0.41,11.97,6.4,23.6,18.8,94.1,6.42
4662,156.3,146.89,157.4,107.39,11.91,12.31,,11.98,6.63,26.92,10.9,92.67,6.62
4663,165.4,149.5,182.3,111.92,11.88,12.28,0.42,11.97,6.62,25.18,24.8,96.61,6.61
4664,156.2,173.9,147.9,113.07,11.86,12.25,,11.97,6.62,24.48,20.7,95.94,6.6
4665,160.1,148.62,145.7,112.36,11.91,12.25,,11.97,6.62,23.01,19.2,95.5,6.6
4666,138.6,171.47,160.1,115.04,12.06,12.24,,11.97,6.62,22.93,14.5,92.74,6.6
4667,158.2,135.16,140,111.47,12.07,12.29,0.41,11.97,6.41,22.61,18.3,97.53,6.42
4668,181,176.02,179.1,109.71,11.71,12.4,,11.97,6.61,28.42,17.1,116.68,6.6
4669,197.7,162.7,156.2,108.19,11.77,12.35,,11.98,6.59,24.06,22,98.6,6.61
4670,166.6,142.75,153,113.02,12.12,12.31,0.41,11.97,6.41,17.43,13.2,88.03,6.41
4671,168.7,150.32,166.1,110.79,12.09,12.21,,11.97,6.6,24.43,24.1,99.55,6.62
4672,149.4,152.22,134.4,109.33,12.1,12.25,,11.98,6.62,25.25,12.5,101.65,6.62
4673,168.3,153.42,137.5,112.86,11.83,12.31,,11.97,6.61,24.86,15.6,100.18,6.61
4674,172.8,142.86,171.4,112.44,11.84,12.17,0.39,11.97,6.61,23.59,27.1,92.83,6.61
4675,158.4,169.12,175.2,108.94,12.06,12.18,,11.97,6.62,20.74,15.1,98.85,6.61
4676,155.6,149.62,150.7,111.42,12.08,12.3,0.42,11.97,6.41,18.34,15.6,87.47,6.42
4677,179.8,155.43,158.5,109.46,12.11,12.35,0.39,11.97,6.41,17.69,11,77.68,6.4
4678,156,155.29,154.7,108.9,12.06,12.31,0.41,11.97,6.4,24.45,10.5,102.02,6.41
4679,181,175.4,168.6,115.19,11.88,12.21,,11.97,6.62,23.69,17.5,97.72,6.61
4680,167.1,156.95,174.7,109.8,11.76,12.2,,11.97,6.61,24.61,18.9,95.74,6.6
4681,146.1,154.47,163.3,117.37,11.9,12.32,,11.97,6.6,23.64,14.6,90.76,6.6
4682,149.5,149.95,168.6,111.36,12.04,12.28,0.41,11.97,6.41,22.78,25.2,99.47,6.4
4683,155.4,152.2,165.5,116.46,11.83,12.22,0.38,11.97,6.61,24.95,26.7,110.8,6.61
4684,156.9,170.44,154.3,114.02,12.08,12.26,,11.97,6.6,24.61,20.4,99.13,6.6
4685,141.7,130.96,163.7,112.3,11.72,12.31,,11.97,6.62,20.85,13.7,97.23,6.61
4686,159.2,156.49,141.6,104.98,11.9,12.21,,11.98,6.61,23.07,17.5,88.14,6.62
4687,151.4,172.47,151.3,110.67,12.06,12.25,,11.97,6.61,22.89,17.5,98.24,6.62
4688,164.3,169.48,134,119.75,12.07,12.29,,11.97,6.6,23.35,27.7,102.63,6.61
4689,165.6,159.32,142.6,117.06,12.09,12.29,,11.97,6.6,22.64,12.6,96.55,6.64
4690,131.9,175.33,166.6,113.72,12.06,12.25,,11.97,6.62,23.66,12.3,100.61,6.61
4691,166.7,152.91,160,114.7,12.1,12.37,0.39,11.97,6.41,17.86,17.3,85.37,6.42
4692,166,165.09,169.1,109.75,11.88,12.27,,11.97,6.62,23.24,13.7,88.71,6.61
4693,148.6,140.99,152.4,122.32,12.05,12.2,0.41,11.97,6.4,21.8,14.4,97.69,6.42
4694,149.8,159.01,143.3,112.69,11.8,12.21,0.38,11.98,6.61,27.04,31.4,106.21,6.62
4695,180,165.26,175.7,115.82,11.75,12.34,,11.97,6.61,25.64,18.3,100.49,6.6
4696,198,157.47,159.1,112.71,11.7,12.19,,11.97,6.36,26.82,19,103.21,6.63
4697,136.1,154.11,175.3,110.72,12.12,12.3,0.38,11.97,6.41,21.49,15.7,96.08,6.4
4698,148.5,148.9,149.9,112.67,12.09,12.27,0.42,11.97,6.41,19.67,42.5,94.81,6.42
4699,151.8,159.49,177.8,115.81,11.82,12.21,0.38,11.97,6.61,25.93,20,99.8,6.61
4700,148.6,184.86,168.3,114.38,12.04,12.3,,11.97,6.62,23.69,11,106.24,6.61
4701,140,142.35,165,108.59,12.05,12.23,0.41,11.97,6.4,23.98,22.6,106.48,6.44
4702,138.1,159.04,154.6,115.62,11.83,12.23,0.4,11.97,6.61,25.73,23.2,105.81,6.6
4703,189.5,159.91,145.7,113.97,11.82,12.2,0.38,11.97,6.62,26.17,15.9,99.14,6.62
4704,160.7,146.46,197.6,114.37,11.85,12.26,0.4,11.97,6.61,24.59,19.1,102.59,6.55
4705,150.2,154.81,156.3,115.8,11.9,12.36,,11.97,6.62,25.69,10.7,95.54,6.61
4706,142,149.6,131.9,107.14,12.12,12.29,0.38,11.97,6.4,17.99,12.6,78.43,6.4
4707,145.8,168.2,148.2,112.77,11.94,12.22,,11.98,6.61,30.41,16.6,109.31,6.61
4708,123.4,170.56,131.8,117.32,12.06,12.18,,11.97,6.62,23.98,34,104.25,6.6
4709,181.9,162.63,166,112.77,12.08,12.44,,11.97,6.62,22.27,18.1,103.46,6.61
4710,148.4,166.7,144.5,112.77,11.86,12.35,,11.97,6.62,25.82,10,98.78,6.6
4711,177.5,139.84,155.5,115.39,12.06,12.21,0.41,11.97,6.41,24.66,12.6,98.98,6.4
4712,158.5,150.68,153.3,114.48,12.02,12.23,0.41,11.97,6.41,23.31,38.1,104.76,6.4
4713,153.2,151.67,145.1,114.31,11.86,12.31,,11.98,6.61,24.18,17.6,103.43,6.61
4714,197.3,148.94,190.4,114.1,11.84,12.27,,11.97,6.6,25.83,15.8,100.73,6.62
4715,128.8,151.39,157,117.16,11.88,12.4,,11.97,6.63,27.09,11,93.26,6.62
4716,191.7,163.64,157.9,112.35,11.83,12.31,,11.97,6.6,25.87,14.5,97.96,6.61
4717,150.6,171.8,137.8,110.78,12.06,12.28,,11.97,6.6,23.4,11.8,96.36,6.62
4718,174,170.65,145.2,111.13,11.89,12.26,,11.98,6.64,24.35,15.9,94.79,6.61
4719,143.4,150.46,176.9,108.97,11.89,12.33,,11.98,6.62,24.68,13.8,95.99,6.61
4720,145.8,162.57,171.1,112.99,11.81,12.3,0.38,11.97,6.61,27.19,14.6,103.97,6.6
4721,130.4,132.46,162,105.12,12.05,12.26,0.41,11.97,6.41,22.62,13.3,99.59,6.4
4722,136,143.33,141,111.55,12.12,12.25,0.37,11.97,6.41,16.89,17.9,80.1,6.42
4723,178.8,160.06,135.3,117.59,12.08,12.26,,11.97,6.62,24.03,10.2,103.67,6.61
4724,185.3,144.54,192.5,112.81,11.86,12.29,,11.97,6.6,25.51,14.9,102.21,6.61
4725,158,158.59,173.7,111.46,11.82,12.21,0.38,11.97,6.62,27.93,17.5,99.46,6.61
4726,139.6,163.99,168.5,107.32,11.89,12.29,,11.98,6.6,24.48,16.9,90.47,6.61
4727,175.6,151.66,159.7,114.24,12.05,12.22,0.41,11.97,6.41,21.66,12,97.05,6.4
4728,151.6,138.74,134.8,114.99,12.13,12.23,0.38,11.97,6.4,17.27,15.1,82.32,6.41
4729,144.1,152.89,175.6,111.87,11.76,12.24,,11.97,6.6,26.62,12.6,104.27,6.6
4730,190.8,163.57,157.7,108.48,11.85,12.24,,11.98,6.61,25.91,20.2,102.04,6.61
4731,144.6,143.92,166.4,113.38,12.05,12.35,0.41,11.97,6.41,23.18,10.4,101.21,6.4
4732,151.4,163.61,164.1,119.44,11.88,12.26,,11.97,6.61,23.39,15.3,93.76,6.64
4733,169.3,147.04,163.7,113.79,12.05,12.18,0.41,11.97,6.41,20.76,25.6,91.65,6.43
4734,168.5,147.22,150.4,113.97,11.76,12.35,,11.97,6.61,24.62,9.1,97.03,6.64
4735,197.7,160.6,175.8,110.37,11.77,12.27,,11.97,6.5,24.11,13.8,96.89,6.61
4736,167.4,172.76,163.9,116.28,11.87,12.18,,11.97,6.6,26.1,18.8,101.62,6.61
4737,156.8,156.01,144.8,106.97,12.11,12.26,0.39,11.97,6.41,24.91,12.2,97.78,6.4
4738,138.7,170.14,151.9,110.79,11.87,12.27,,11.98,6.62,25.29,14.7,96.96,6.62
4739,154.9,151.82,155.3,117.9,11.89,12.26,,11.97,6.6,22.98,19.7,89.5,6.61
4740,149.1,145.67,162.1,113.8,12.04,12.26,0.41,11.97,6.42,21.7,11.2,92.29,6.41
4741,173.9,147.82,169.5,115.38,12.14,12.2,0.41,11.97,6.41,21,17.6,91.23,6.4
4742,185.1,143.4,141.9,113.69,11.87,12.29,,11.97,6.61,24.81,14.9,100.45,6.61
4743,162.3,155.73,170.2,112.04,12.04,12.24,0.41,11.97,6.41,21.19,15.7,101.34,6.41
4744,163.9,157.81,162.2,112.39,12.07,12.26,,11.97,6.62,27.35,22.3,106.5,6.61
4745,132.9,152.46,173.9,121.45,12.05,12.3,0.41,11.97,6.41,24.25,16.1,104.17,6.4
4746,155.5,180.64,159.4,112.77,12.06,12.25,,11.97,6.61,24,14.1,103.26,6.61
4747,182.5,154.32,186.2,122.13,11.82,12.2,0.39,11.97,6.6,26.61,14.3,93.4,6.61
4748,172.8,156.13,144.7,115.13,11.84,12.16,,11.97,6.6,24.82,22,94.51,6.6
4749,192.9,167.65,167.8,108.19,11.85,12.21,,11.97,6.61,25.67,14.9,105.29,6.62
4750,136,147.37,150.5,108.84,12.09,12.24,0.41,11.97,6.41,22.3,29.9,97.07,6.41
4751,139.4,162.36,147.6,119.59,12.08,12.16,,11.97,6.62,25.56,17.1,99.22,6.61
4752,147.3,174.86,178.2,113.25,12.06,12.13,,11.98,6.6,25.31,18.6,102.77,6.61
4753,172.3,149.91,167.3,112.25,11.76,12.21,,11.97,6.62,25.73,18.5,101.64,6.61
4754,153.8,165.62,169.5,108.58,11.87,12.29,,11.97,6.62,26,14.6,89.69,6.61
4755,163,174.06,166.1,106.95,11.88,12.34,,11.98,6.62,25.04,17.6,97.73,6.61
4756,178.3,166.25,150.1,112.73,12.06,12.21,,11.98,6.62,21.96,17.2,95.16,6.61
4757,172,167.14,149.9,123.92,11.93,12.17,,11.97,6.62,27.02,28.5,102.81,6.61
4758,142.9,156.08,152.7,112.9,12.11,12.28,0.35,11.97,6.41,23.63,12.5,96.18,6.4
4759,133.7,169.58,178.5,112.3,12.06,12.26,,11.97,6.62,21.96,35.3,95.98,6.61
4760,166.4,147.02,157.8,110.72,12.06,12.24,0.41,11.97,6.42,21.27,15.4,94.19,6.41
4761,156.6,148.71,167.4,112.78,11.84,12.35,0.4,11.97,6.6,28.97,11.5,106.46,6.61
4762,163.5,153.25,160.7,109.41,12.11,12.29,0.39,11.97,6.41,21.69,15.5,90.68,6.42
4763,134.8,143.43,165.1,117.31,11.84,12.21,0.34,11.97,6.61,22.58,16.2,97.98,6.61
4764,171.5,162.98,159.9,117.75,11.88,12.36,,11.97,6.62,23.8,11.2,88.69,6.63
4765,144.2,137.18,119.7,114.94,11.88,12.21,0.36,11.97,6.61,24.03,16.4,93.67,6.6
4766,156.7,172.94,135.5,107.77,12.07,12.2,,11.98,6.61,22.38,30.3,100.53,6.6
4767,186,151.19,139.7,108.8,11.85,12.22,,11.97,6.6,27.74,16,110.17,6.61
4768,197.9,160.08,167.7,119.53,11.84,12.17,,11.97,6.56,32.11,19.3,103.95,6.65
4769,141.9,134.38,140.7,108.15,12.1,12.23,0.41,11.98,6.4,22.6,16.1,98.33,6.4
4770,142.8,139.98,161.9,112.75,11.84,12.28,0.38,11.97,6.61,23.86,18.4,95.17,6.62
4771,151.1,154.33,152,113.45,11.69,12.34,,11.97,6.61,23.07,13.4,97.51,6.6
4772,157.6,152.41,164.7,111.47,11.89,12.34,,11.98,6.62,22.61,17.5,92.55,6.61
4773,156.9,152.61,151.2,121.4,12.04,12.3,0.41,11.97,6.41,25.17,16.2,104.34,6.41
4774,153,176.62,167.7,115.14,11.92,12.18,,11.97,6.62,26.42,17.8,96.19,6.63
4775,162,160.44,168.8,115.31,12.09,12.26,0.41,11.97,6.41,17.66,16,87.82,6.41
4776,145.4,155.82,152.2,114.09,12.1,12.16,0.41,11.97,6.4,23.92,22.5,104.25,6.41
4777,167.7,161.73,159.3,112.55,11.83,12.23,,11.97,6.61,23.51,16.6,104.96,6.61
4778,163.5,168.19,153.8,104.96,11.82,12.28,0.37,11.98,6.6,26.1,18.7,101.76,6.61
4779,165.4,164.8,150.9,111.1,12.07,12.27,,11.97,6.63,21,18,100.72,6.62
4780,163.3,158.77,151.1,113.45,12.08,12.19,,11.97,6.62,23.23,20.4,104.07,6.63
4781,156.4,169.72,158.8,113.19,11.93,12.25,,11.97,6.61,30.03,13.7,103.86,6.61
4782,164.7,153.98,146.8,117.84,12.13,12.27,0.4,11.97,6.41,20.94,28.3,106.09,6.41
4783,176.1,154.93,149.3,110.7,12.09,12.26,0.39,11.97,6.42,18.48,13.1,92.37,6.44
4784,148.2,154.49,155.2,111.27,12.09,12.29,0.41,11.97,6.42,22.1,16.9,105.16,6.41
4785,183,149.24,138.3,112.27,12.04,12.29,0.41,11.97,6.4,22.97,11.4,101.5,6.41
4786,158.7,150.87,190.5,111.92,11.85,12.31,,11.97,6.6,26.74,11.2,100.96,6.61
4787,148.5,168.69,143.4,114.59,11.82,12.33,0.36,11.97,6.61,26.07,13.4,107.56,6.6
4788,163.6,152.18,177.4,112.9,12.09,12.24,,11.97,6.64,22.45,15.1,93.15,6.61
4789,136.3,153.01,161.9,111.42,12.13,12.26,0.4,11.97,6.41,22.13,18.8,95,6.42
4790,158.5,149.44,143.7,111.94,12.1,12.24,0.39,11.97,6.41,24.52,14.4,88.25,6.4
4791,167.6,146.75,156.5,114.11,12.12,12.27,0.39,11.97,6.4,19.37,15.7,81.07,6.41
4792,152.8,173.52,149.8,110.16,11.89,12.22,,11.97,6.6,21.82,17.9,88.12,6.61
4793,177,146.39,146.6,112.96,12.1,12.35,0.41,11.97,6.4,24.7,12.2,95.07,6.42
4794,149.4,148.65,160.7,110.74,12.1,12.31,0.39,11.97,6.4,16.65,8.9,76.73,6.42
4795,172.5,149.74,191.5,112.32,12.12,12.22,0.39,11.97,6.4,17.81,14.6,84.07,6.41
4796,166.2,150.98,195.7,118.15,12.04,12.25,0.41,11.97,6.41,21.8,13.9,86.09,6.42
4797,167.2,161.67,159.4,112.37,11.75,12.35,,11.97,6.61,24.92,11.7,98.39,6.62
4798,156.8,165.4,133.6,115.83,12.06,12.23,,11.97,6.62,26.45,15.1,100.86,6.63
4799,139.7,146.35,137,105.48,11.9,12.22,,11.98,6.6,24.21,21.4,99.09,6.61
4800,149.8,164.69,162.2,114.76,11.88,12.34,,11.97,6.61,26.19,13.2,100.55,6.62
4801,180.5,159.22,148.2,114.4,11.82,12.36,0.36,11.97,6.61,26.28,20.2,100.5,6.61
4802,161.6,169.76,163.6,111.63,12.07,12.27,,11.97,6.6,21.99,15.4,99.14,6.62
4803,161.6,158.16,174.3,114.78,12.09,12.27,,11.97,6.62,24.67,16.9,103.08,6.6
4804,165.2,155.73,152.1,106,11.92,12.39,,11.98,6.61,22.34,10.6,100.86,6.61
4805,164,150.73,180,108.31,12.06,12.3,0.41,11.97,6.41,22.23,11,97.95,6.41
4806,173.9,141.03,151.5,108.2,11.87,12.3,0.4,11.97,6.61,25.59,17.2,93.7,6.62
4807,167.9,144.66,158.4,111.91,12.05,12.3,0.41,11.97,6.41,22.48,10.7,95.15,6.44
4808,165.5,174.58,132,112.41,12.06,12.2,,11.97,6.61,23.86,16.9,105.52,6.62
4809,168.8,161.71,156.2,113.95,12.08,12.26,,11.97,6.61,31.88,12.3,104.08,6.61
4810,165.5,153.41,161.7,111.31,11.9,12.41,,11.97,6.61,24.42,19.6,105.56,6.6
4811,149.6,162.7,153.9,106.83,11.88,12.2,,11.98,6.62,22.98,16.8,88.91,6.61
4812,140.3,155.32,151.2,110.82,12.09,12.29,0.41,11.97,6.4,23.03,11.9,96.23,6.44
4813,147.9,152.88,162.3,115.07,11.81,12.21,0.36,11.97,6.62,23.93,19.1,99.97,6.61
4814,154.9,153.87,179.1,113.51,11.69,12.29,,11.97,6.61,29.13,13.6,99.37,6.6
4815,156,151.87,150.3,109.94,11.9,12.3,,11.97,6.62,22.22,12.7,92.44,6.62
4816,161,167.9,163.7,120.91,11.81,12.27,0.38,11.97,6.62,25.22,10.6,99.64,6.61
4817,157.7,147.19,180.6,106.87,11.83,12.14,0.38,11.97,6.61,25.14,19.6,101.86,6.66
4818,172.1,150.39,155.2,110.86,12.03,12.24,0.41,11.97,6.41,22.08,12.1,101.16,6.4
4819,171.8,148.16,176.7,114.72,12.12,12.32,0.41,11.97,6.4,18.86,11.6,85.69,6.4
4820,150.6,144.08,169.6,110.2,12.05,12.25,0.41,11.97,6.4,21.43,20.7,104.46,6.41
4821,155.3,167.93,158.2,119.01,11.88,12.35,,11.97,6.62,22.84,13.9,98.18,6.61
4822,161.1,154.63,179.1,113.81,12.13,12.36,0.39,11.97,6.41,21.26,12.9,102.4,6.41
4823,156.7,152.89,197.4,116.05,11.71,12.28,,11.97,6.61,23.5,19.9,96.81,6.55
4824,165.7,157.39,140,109.95,11.82,12.18,0.37,11.97,6.61,25.41,34.2,94.94,6.6
4825,150.7,157,176.4,108.3,12.08,12.27,,11.97,6.62,21.59,18.9,94.11,6.61
4826,165.5,158,182.7,115.86,11.82,12.19,0.38,11.97,6.61,25.62,18,95.25,6.61
4827,165.4,168.53,169.9,109.22,12.06,12.2,,11.98,6.62,21.83,35.7,106.23,6.62
