PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
20002,154.1,141.81,162.5,114.41,12.07,12.29,0.38,11.97,6.41,22.25,16.2,93.54,6.41
20003,152.3,155.08,161.9,109.19,12.03,12.35,0.41,11.97,6.41,27.1,13.3,101.2,6.42
20004,177.4,146.26,171.5,111.42,12.05,12.38,0.41,11.97,6.4,22.53,11.3,98.51,6.41
20005,158.3,148.45,197.5,123.58,11.78,12.31,,11.97,6.61,23.96,12.4,96.2,6.54
20006,144.1,140.73,132.6,116.74,12.1,12.28,0.41,11.97,6.41,24.09,17.1,104.52,6.41
20007,157.6,146.52,165.2,109.15,12.12,12.4,0.38,11.97,6.41,20.33,15.7,92.4,6.4
20008,157.5,169.49,171.6,119.86,12.06,12.23,,11.97,6.61,22.54,22.8,100.69,6.61
20009,175,156.04,170.8,125.13,11.81,12.39,0.38,11.97,6.61,25.06,23.6,111.35,6.61
20010,161.2,175.05,172.8,106.78,11.89,12.3,,11.97,6.62,24.31,11.6,106.5,6.61
20011,158.5,174.95,197.5,115.61,12.07,12.28,,11.97,6.61,26.18,10.2,101.52,6.61
20012,153.2,184.33,153.8,119.69,12.07,12.16,,11.97,6.62,24.9,35,102,6.61
20013,164.3,146.99,161.3,112.74,12.11,12.18,0.39,11.97,6.41,17.22,27.9,84.66,6.41
20014,168.5,162.08,145.8,115.15,11.92,12.25,,11.97,6.61,30.99,13.8,97.22,6.61
20015,147.9,172.03,141.6,112.79,12.04,12.17,,11.97,6.6,22.34,18.2,102.48,6.61
20016,149.7,170.34,197.4,110.44,12.06,12.13,,11.98,6.62,25.12,25.7,98.57,6.55
20017,197.7,158.76,189.6,114.82,11.85,12.28,,11.97,6.55,25.78,22.1,105.32,6.61
20018,166.8,171.14,142,108.6,11.88,12.32,,11.97,6.61,26.26,37.4,96.8,6.62
20019,181.9,152.4,162.6,106.55,12.04,12.27,0.41,11.97,6.41,22.69,16.6,90.89,6.4
20020,170.3,171.51,166.8,110.03,11.86,12.32,,11.98,6.63,24.47,17.5,92.38,6.61
20021,158.8,160.33,158.7,111.78,11.85,12.23,,11.97,6.61,27.64,14.5,106.1,6.6
20022,173.5,138.62,149.3,118.62,12.14,12.35,0.4,11.97,6.4,21.1,11.4,85.93,6.42
20023,146.1,172.23,152.6,112.93,11.87,12.14,,11.97,6.6,25.63,26.7,106.29,6.6
20024,190.7,161.83,177.9,113.93,11.83,12.17,,11.97,6.6,26.83,15.6,102.43,6.62
20025,166.8,136.03,149.1,114.76,12.11,12.33,0.41,11.97,6.41,24.66,10.8,101.06,6.41
20026,162.9,137.16,149.9,116.83,12.14,12.21,0.37,11.97,6.41,18.1,16,80.51,6.4
20027,167.3,159.71,172.3,107.89,11.8,12.29,0.4,11.97,6.61,23.72,26.6,88.2,6.61
20028,166.9,165.37,174.3,107.41,11.72,12.34,,11.97,6.6,27.98,9.6,116.99,6.6
20029,146.5,165.15,167.2,112.95,11.87,12.25,,11.97,6.62,25.41,15.6,92.73,6.61
20030,181.6,149.55,131.6,113.69,12.1,12.19,0.4,11.97,6.41,16.69,18.7,83.23,6.41
20031,150.7,165.11,150,112.52,11.94,12.23,,11.97,6.62,27.26,20.5,114.91,6.61
20032,182.7,168,197.4,115.26,12.08,12.17,,11.97,6.64,24.47,44.3,102.73,6.56
20033,150.1,148.63,152,113.07,12.1,12.29,0.39,11.97,6.41,19.28,16.3,90.48,6.41
20034,163.2,156.85,163.2,108.54,12.09,12.16,,11.97,6.62,23.82,19.3,98.47,6.6
20035,155.3,159.25,144,108.59,12.08,12.1,,11.98,6.62,23.19,45.9,94.32,6.63
20036,192.4,147.98,138.1,107.36,11.9,12.3,,11.97,6.61,22.29,11.4,85.84,6.63
20037,144.5,150.53,188.2,115.08,12.05,12.3,0.41,11.97,6.4,20.57,15.4,101.51,6.41
20038,158.1,152.32,144.1,110.68,12.03,12.29,0.41,11.97,6.4,23.94,24.4,104.23,6.41
20039,148.4,171.58,171.8,114.34,11.88,12.24,,11.97,6.6,25.5,20.3,100.02,6.61
20040,165.2,178.11,157.8,113.06,12.05,12.23,,11.98,6.62,24.91,23.8,99.6,6.61
20041,139.5,162.99,150.6,116.82,11.9,12.24,,11.97,6.61,26.49,15.6,106.55,6.63
20042,162.6,167.64,163,109.49,11.88,12.24,,11.97,6.62,23.64,15.8,89.76,6.62
20043,162.1,152.03,194.7,115.03,12.06,12.21,0.41,11.97,6.42,23.15,18.1,101.73,6.4
20044,146.5,161.74,159.1,111.2,11.87,12.2,,11.97,6.62,23.96,20.3,96.59,6.6
20045,149.4,158.95,171.6,114.74,12.09,12.17,,11.97,6.62,24.8,17.4,103.16,6.61
20046,157.8,157.02,143,117.1,12.09,12.29,,11.97,6.6,20.57,15.5,103.69,6.6
20047,166,174.41,147.9,111.54,11.88,12.16,,11.97,6.62,24.14,30.9,98.25,6.61
20048,164.5,156.49,156.5,113.02,12.11,12.22,0.4,11.97,6.41,21.63,18.8,84,6.41
20049,140.1,167.85,142.2,109.74,11.82,12.31,0.37,11.97,6.6,26.21,17.3,97.16,6.61
20050,143.8,151.73,138.9,110.89,11.9,12.24,,11.97,6.61,24.55,18.4,92.89,6.61
20051,167.8,141.1,197.5,118.9,12.13,12.34,0.37,11.97,6.4,17.46,10.4,79.45,6.39
20052,163.3,145.82,150.8,107.51,11.83,12.28,0.4,11.97,6.61,25.96,13.9,98.31,6.61
20053,176.4,155.01,154.1,117.36,11.82,12.28,0.37,11.97,6.6,23.48,13.2,94.8,6.6
20054,174.2,192.27,159.9,110.31,12.05,12.17,,11.98,6.62,23.19,21.4,105.46,6.61
20055,146.7,167.32,162.2,118.06,11.89,12.19,,11.97,6.61,25.08,25.6,103.97,6.6
20056,144.1,155.48,163.2,110.18,12.08,12.23,,11.98,6.61,22.87,20.6,99.4,6.6
20057,136.9,157,160.1,113.39,11.82,12.15,0.37,11.97,6.6,22.92,39.1,94.24,6.62
20058,164.8,171.06,161.6,119.54,12.07,12.31,,11.97,6.61,23.72,36.3,105.97,6.61
20059,155.3,150.72,158,115.47,12.12,12.3,0.4,11.97,6.41,18.34,41.8,80.63,6.41
20060,192.3,133.65,165.7,114.03,11.7,12.33,,11.97,6.61,23.66,12.5,95.49,6.61
20061,149.4,149.36,127.3,116.44,12.04,12.26,0.41,11.97,6.43,23.53,13.3,103.37,6.41
20062,186.8,152.62,145.6,113.25,11.84,12.26,,11.97,6.61,25.11,14,102.32,6.61
20063,155.8,152.94,190.6,112.66,11.82,12.25,0.38,11.97,6.61,24.21,16.2,96.23,6.61
20064,166.5,170.04,156.4,122.91,12.06,12.18,,11.97,6.6,23.67,17.8,99.99,6.62
20065,164.4,141.83,138.7,114.29,11.86,12.4,0.41,11.98,6.64,24.9,13.6,96.84,6.61
20066,163.8,166.51,197.8,111.21,11.76,12.24,,11.97,6.61,22.23,20,94.97,6.21
20067,154.3,143.73,178.5,112.68,12.11,12.28,,11.97,6.61,22.55,19.6,96.84,6.62
20068,165.3,152.75,145,114.31,12.06,12.31,0.41,11.97,6.41,21.71,13.8,104.61,6.41
20069,180.2,161.11,169.7,113.94,12.09,12.28,,11.97,6.6,23.91,12.5,102.17,6.6
20070,162.8,178.2,149.9,115.35,12.08,12.28,,11.97,6.62,23.17,47.4,100.44,6.61
20071,171.1,164.43,140,113.67,12.06,12.24,,11.97,6.62,24.94,17,102.37,6.61
20072,166.5,181.35,150.4,112.05,12.05,12.18,,11.98,6.62,22.94,16.8,101.37,6.61
20073,157.4,150.41,167.3,107.82,11.77,12.24,,11.97,6.61,25.39,15.3,93.68,6.61
20074,150.7,144.93,157.1,115.39,12.11,12.26,0.4,11.97,6.41,18.82,15.7,85.11,6.41
20075,164.7,161.05,149.4,109.85,12.07,12.35,,11.98,6.62,23.92,26.4,98.71,6.61
20076,145.3,158.48,159.8,111.36,11.82,12.35,0.3,11.97,6.61,25.73,11.5,101.9,6.61
20077,156,148.39,167.1,107.71,11.85,12.16,0.35,11.97,6.61,25.89,29.4,97.69,6.62
20078,168.7,161.68,135.4,114.87,11.95,12.28,,11.97,6.62,23.9,11.4,96.36,6.61
20079,191.4,161.41,155,112.43,12.08,12.26,,11.97,6.6,22.54,17.4,101.93,6.6
20080,152.5,152.85,137,110.89,12.09,12.34,0.41,11.97,6.41,22.48,20.2,101.2,6.41
20081,163.2,139.25,161.6,110.37,11.83,12.29,0.38,11.97,6.61,25.34,37.4,97.56,6.6
20082,197.5,157.65,166.9,113.99,12.09,12.17,,11.98,6.59,22.69,23.1,100.45,6.61
20083,173.3,154.84,163.3,107.56,11.81,12.35,0.38,11.98,6.61,25.73,22,100.02,6.6
20084,142.3,173.61,176.5,111.81,12.06,12.32,,11.97,6.61,22.93,25.6,97.64,6.6
20085,136.4,141.96,140.3,115.99,12.04,12.26,0.41,11.97,6.41,24.72,14.4,98.56,6.41
20086,177.7,141.26,180.4,114.62,11.73,12.27,,11.97,6.64,22.58,18.1,102.49,6.64
20087,168.1,152.94,174,113.03,12.13,12.3,0.4,11.97,6.41,19.01,19.3,93.29,6.41
20088,161.9,169.91,173.7,113.25,11.79,12.33,0.36,11.97,6.61,26.4,11.4,99.03,6.62
20089,169.5,164.48,169.2,117.08,11.89,12.19,,11.97,6.62,24.72,13.9,103.43,6.64
20090,160.7,164.9,137,115.7,11.82,12.27,0.37,11.97,6.61,27.29,17.3,112.25,6.62
20091,197.5,138.02,167.5,113.44,12.11,12.42,0.41,11.97,6.36,22.51,11.2,103.71,6.42
20092,173.1,168.44,157.3,111.37,11.89,12.26,,11.98,6.62,24.47,14,94.92,6.61
20093,146.1,137.74,160.7,112.79,12.06,12.26,0.41,11.97,6.41,21.54,17.2,97.99,6.41
20094,163.4,146.98,161,117.38,11.86,12.36,0.39,11.97,6.6,27.8,28.3,106.74,6.61
20095,154,158.37,171.9,116.47,12.1,12.34,,11.97,6.62,21.95,9.2,101.73,6.61
20096,133.7,146.98,175.4,110.55,12.04,12.27,0.41,11.97,6.41,22.63,15.3,101.19,6.4
20097,195.2,154.33,129.8,114.23,11.75,12.26,,11.97,6.61,21.96,17.7,91.31,6.61
20098,172.5,148.95,142.6,117.51,12.14,12.23,0.36,11.97,6.44,19.7,14.2,81.04,6.41
20099,164.3,153.62,140,127.85,12.09,12.3,,11.97,6.62,30.31,33.9,97.68,6.63
20100,141.2,173.23,153.9,107.4,11.87,12.39,,11.97,6.61,27.46,29.9,95.38,6.62
20101,145.4,154.2,153.8,110.91,12.09,12.33,0.41,11.97,6.41,24.24,14.8,94.51,6.4
20102,159.7,145.14,155.9,113.06,11.84,12.21,,11.97,6.61,25.47,23.5,98.87,6.61
20103,163.1,166.82,185.1,118.08,12.08,12.13,,11.97,6.63,23.39,19.4,101.11,6.61
20104,164.3,157.21,178.6,111.56,12.05,12.26,0.41,11.97,6.41,21.49,14.3,95.16,6.41
20105,156.1,164.74,137.8,108.43,11.88,12.31,,11.97,6.62,22.05,9.9,93.3,6.61
20106,151.2,165.33,197.3,115.61,11.83,12.33,0.35,11.97,6.61,25.93,11.7,103.72,6.6
20107,152.7,170.78,151.1,108.96,12.05,12.24,,11.98,6.62,23.88,14.8,97.66,6.63
20108,161.2,156.95,170.9,113.3,12.11,12.12,0.39,11.97,6.4,18.93,17.4,82.63,6.41
20109,174.4,145.27,153,110.76,11.85,12.24,,11.97,6.61,26.76,13.7,103.41,6.6
20110,158.5,180.59,149.8,118.65,11.89,12.28,,11.97,6.62,24.94,11.3,103.4,6.62
20111,154.8,157.94,168.7,113.82,11.83,12.31,0.38,11.97,6.6,24.17,11,95.71,6.61
20112,174.3,152.67,195.6,114,11.77,12.3,,11.97,6.63,25.35,17.6,92.07,6.6
20113,156.7,148.21,161.2,115.84,11.85,12.24,,11.97,6.61,25.14,15.3,102.48,6.61
20114,152.7,139.41,148.1,113.18,12.11,12.27,0.35,11.97,6.41,21.61,20.6,97.13,6.41
20115,143,145.54,158.7,119.6,12.1,12.22,0.4,11.97,6.41,17.09,16.8,77.38,6.41
20116,148,156.24,174.1,112.57,12.06,12.26,0.41,11.97,6.41,23.28,15.5,107.2,6.41
20117,144.5,171.01,171.2,112.96,12.07,12.22,,11.97,6.6,24.74,17.1,102.53,6.6
20118,131.3,150.09,152.7,114.57,12.08,12.28,0.3,11.97,6.41,22.39,16.4,91.88,6.42
20119,169.3,165.86,161.2,111.29,12.09,12.42,,11.97,6.62,23.59,9.7,98.67,6.6
20120,143.4,159.53,167.2,111.02,12.11,12.25,0.38,11.97,6.41,19.9,14.2,98.13,6.41
20121,140.3,154.09,158.4,112.39,12.1,12.27,0.41,11.97,6.41,21.13,22.3,104.03,6.42
20122,128.6,161.24,140.7,109.46,11.82,12.33,0.38,11.97,6.61,26.36,15.1,100.13,6.61
20123,175.8,163.55,163.5,118.3,11.9,12.21,,11.97,6.62,23.24,15.6,94.43,6.61
20124,146.3,160.08,141.7,111.83,12.08,12.2,,11.97,6.63,23.1,16.7,100.6,6.63
20125,163.1,144.34,161.4,113.16,12.12,12.19,0.39,11.97,6.42,19.15,16.6,89.11,6.41
20126,150.7,168.48,139.7,114.28,12.06,12.2,,11.98,6.61,23.07,17.6,100.94,6.62
20127,186.4,142.61,178.4,108.71,11.85,12.31,,11.98,6.63,24.3,10.6,100.49,6.61
20128,160.5,156.35,149.5,112.13,12.05,12.14,0.41,11.97,6.41,24,24,109.31,6.41
20129,156.3,171.04,157.9,114.32,12.06,12.19,,11.97,6.63,24.29,23.4,103.31,6.61
20130,141.6,155.77,178.5,110.1,11.76,12.21,,11.97,6.61,27.36,14.9,104.5,6.61
20131,158.3,169.65,151.2,113.69,11.88,12.18,,11.97,6.6,24.71,30.4,100.68,6.61
20132,138.3,172.72,154,115.55,12.07,12.25,,11.97,6.62,24.59,18.2,101.96,6.61
20133,140.1,184.16,186.3,117.65,12.06,12.23,,11.97,6.62,25.91,39.3,103.99,6.61
20134,162.3,154.4,146.4,108.9,12.11,12.22,,11.97,6.62,23.42,17.3,102,6.62
20135,122.7,162.11,193.5,117.17,11.83,12.35,,11.97,6.61,26.62,9.2,107.21,6.61
20136,154.9,148.28,139.2,110.93,12.1,12.24,0.41,11.97,6.41,21.07,16.5,93.5,6.41
20137,173.2,161.99,159.8,110.9,12.08,12.3,,11.98,6.6,23.07,11.8,103.95,6.62
20138,161.7,165.19,162.3,112.37,11.84,12.18,,11.97,6.61,25.49,19.4,107.78,6.61
20139,173,156.66,127.7,125.22,11.82,12.16,0.38,11.97,6.61,24.97,26.6,101.65,6.61
20140,159.6,177.19,172.9,110.93,12.06,12.28,,11.98,6.6,22.94,19.5,101.59,6.6
20141,167.9,138.73,157.5,113.96,12.06,12.33,0.41,11.97,6.41,22.63,15.8,105.2,6.43
20142,197.8,161.03,176.8,115.22,11.75,12.28,,11.97,6.51,25.8,12.2,103.83,6.61
20143,131.2,159.53,187.4,110.16,11.83,12.35,0.36,11.97,6.62,24.66,11.2,93.79,6.6
20144,160.3,145.47,175,109.11,12.05,12.37,0.41,11.97,6.41,20.18,12.6,92.8,6.4
20145,148.3,160.15,160.3,112.03,12.07,12.28,,11.98,6.62,21.94,11.2,97.42,6.62
20146,156.9,162.44,164.1,110.99,11.81,12.26,0.36,11.97,6.61,27.61,14.7,101.99,6.63
20147,173.5,155.59,172,113.59,12.09,12.2,,11.97,6.65,20.96,12.6,102.85,6.65
20148,148.5,156.34,179.3,113.41,12.09,12.34,,11.97,6.61,25.82,18.6,98.96,6.62
20149,159.1,169.52,169.3,115.27,11.9,12.31,,11.97,6.62,23.63,10.8,105.4,6.62
20150,152.1,176.02,148.3,116.29,11.87,12.15,,11.97,6.6,22.35,26.4,95.16,6.61
20151,162.9,149.12,156.2,110.99,11.79,12.23,,11.97,6.6,25.45,17.9,94.26,6.61
20152,172.4,134.14,151.9,110.4,12.06,12.29,0.39,11.97,6.41,21.74,13.3,91.92,6.41
20153,146.3,171.17,140.7,113.5,12.06,12.25,,11.97,6.6,24.54,14,100.26,6.61
20154,156.4,151.91,160.8,112.11,11.85,12.34,0.39,11.97,6.61,26.01,9.9,98.64,6.61
20155,168.3,157.08,164.1,122.2,12.04,12.21,0.41,11.97,6.41,21.12,13.4,97.05,6.4
20156,156.3,164.85,156.9,117.04,11.93,12.23,,11.97,6.62,25.3,18.4,107.48,6.61
20157,128.9,170.89,149.4,114.52,11.9,12.29,,11.97,6.62,23.93,11.7,94.7,6.62
20158,165.7,163.5,154.7,114.28,11.89,12.19,,11.97,6.62,23.78,15.2,88.95,6.63
20159,156.1,167.89,184.5,118.44,12.08,12.33,,11.97,6.62,23.32,11.2,96.06,6.61
20160,149.5,171.18,153.6,114.79,11.97,12.26,,11.97,6.62,25.13,14.2,94.54,6.61
20161,170.7,172.41,150.9,117.34,11.9,12.29,,11.97,6.62,27.2,12.8,98.06,6.61
20162,149.9,169.31,165.8,110.59,11.84,12.34,,11.97,6.61,27.8,18.1,111.39,6.61
20163,148.2,160.97,144.8,107.93,11.81,12.28,0.3,11.97,6.61,24.45,13.3,97,6.63
20164,139.3,151.93,181.7,116.38,12.11,12.27,0.4,11.98,6.41,18.9,13.7,88.79,6.41
20165,149.1,153.74,154.3,112.3,11.9,12.38,,11.97,6.6,23.77,8.5,93.11,6.63
20166,155.5,168.39,155.8,118.63,11.92,12.26,,11.97,6.62,26.65,13.1,105.26,6.61
20167,163.5,165.04,135.3,118.61,11.91,12.35,,11.97,6.63,24.64,12.8,90.81,6.6
20168,167.1,142.49,142.3,112.16,11.84,12.21,0.36,11.97,6.61,23.42,18.1,101.73,6.6
20169,171.7,165.71,156.3,107.7,11.83,12.16,,11.97,6.61,28.85,21.9,109.57,6.6
20170,147.1,150.34,144.4,110.56,11.84,12.24,,11.97,6.62,26.52,18.8,103.01,6.61
20171,159.3,178.74,182.3,115.74,12.06,12.32,,11.97,6.62,25.61,12.5,100.28,6.63
20172,146.4,136.98,165.3,114.76,12.05,12.27,0.41,11.98,6.4,23.99,17.9,95.81,6.41
20173,142.7,161.2,183.7,115.58,11.82,12.3,,11.97,6.6,26.32,19.3,103.26,6.62
20174,166.4,157.98,137.1,109.18,11.85,12.26,0.36,11.97,6.6,23.85,13.1,101.7,6.61
20175,147.1,155.88,156.4,113.05,11.83,12.28,0.38,11.97,6.62,25.96,17.3,103.46,6.6
20176,166.7,141.43,167.1,112.66,11.86,12.24,0.39,11.97,6.61,23.76,14.6,91.64,6.6
20177,156.8,167.35,141,120.88,12.07,12.36,,11.97,6.62,22.78,17,94.46,6.61
20178,136.4,166.43,166.3,110.81,11.88,12.25,,11.97,6.61,23.92,13.1,89.31,6.61
20179,139.2,167.04,173.2,107.25,11.87,12.32,,11.98,6.61,22.62,13.1,88.64,6.62
20180,157.2,142.82,173.1,113.91,11.74,12.28,,11.97,6.6,26.27,12.1,116.79,6.6
20181,137,143.58,170.4,109.41,12.1,12.4,0.41,11.97,6.42,21.96,10.5,94.48,6.41
20182,149.3,170.9,162.3,114.15,11.9,12.29,,11.97,6.62,30.58,12.5,107.71,6.61
20183,155.2,162.78,151.1,110.73,11.89,12.24,,11.97,6.62,25.18,22.2,101.78,6.63
20184,140.9,146.25,161.1,115.11,12.04,12.15,0.41,11.97,6.4,24.86,21.1,100.8,6.4
20185,179.7,183.68,167.2,106.49,12.05,12.28,,11.97,6.62,24.97,18.4,103.34,6.61
20186,165.9,162.26,132.5,109.5,11.93,12.37,,11.97,6.6,27.05,11.4,96.48,6.62
20187,165.2,156.42,152.2,113.97,12.08,12.12,,11.97,6.62,23.74,25.6,103.23,6.6
20188,147.8,184.82,161.8,113.25,11.89,12.39,,11.97,6.62,26.25,28.2,96.28,6.61
20189,149.6,159.33,157.9,114.13,11.82,12.31,0.37,11.97,6.62,24.3,17.6,93.34,6.63
20190,165.4,174.24,172.7,110.71,12.04,12.27,,11.97,6.62,23.62,11.4,101.38,6.6
20191,147.6,138.03,148,111.76,11.85,12.38,0.34,11.97,6.61,24.23,10.3,97.47,6.63
20192,146.7,149.92,169.6,117.87,11.84,12.25,,11.97,6.6,28,20.5,106.53,6.63
20193,152.5,154.9,177.7,106.65,12.12,12.24,0.39,11.97,6.41,24.87,18.1,113.56,6.41
20194,149.1,169.39,170.2,111.72,11.89,12.34,,11.98,6.62,23.18,12.5,101.4,6.61
20195,174.1,173.55,152.8,106.35,11.87,12.4,,11.97,6.62,25.43,10.6,102.45,6.6
20196,148.3,157.31,178.9,112.37,11.84,12.42,0.3,11.97,6.61,26.04,10.9,96.47,6.61
20197,157.7,148.36,171.4,109.01,12.13,12.29,0.39,11.97,6.41,18,17.5,78.53,6.43
20198,171.4,158.16,147.3,113.42,12.06,12.16,0.41,11.97,6.41,19.77,21.1,96.03,6.42
20199,158.5,169.5,151.1,116.58,12.08,12.27,,11.97,6.62,23.29,16.5,101.79,6.62
20200,163.5,148.44,197.6,112.97,11.83,12.25,,11.97,6.6,25.39,14.9,101.09,6.5
20201,165.1,166.26,131,109.19,11.89,12.35,,11.98,6.62,23.54,19.7,88.83,6.62
20202,164.2,157,141,118.48,12.09,12.3,,11.97,6.62,26.21,17.9,102.37,6.61
20203,182.6,149.96,188.4,114.76,11.85,12.2,0.38,11.97,6.62,25.52,39.7,97.3,6.61
20204,139.6,165.84,152.9,109.91,12.07,12.08,,11.98,6.61,21.33,47.6,95.88,6.61
20205,137.5,175.03,147.2,109.27,12.07,12.31,,11.97,6.6,24.6,12,94.42,6.61
20206,159.3,139.24,170.9,111.29,12.11,12.27,0.41,11.97,6.4,22.42,15.3,100.84,6.43
20207,155.7,154.59,169.9,111.3,12.04,12.26,0.41,11.97,6.43,20.36,13.3,90.56,6.42
20208,149.1,152.08,145.8,109.64,12.1,12.24,0.39,11.97,6.42,20.21,14,87,6.41
20209,168.9,138.48,142.5,115.73,11.71,12.38,,11.97,6.62,23.57,22.8,97.37,6.62
20210,163.2,150.13,175.5,115.9,12.12,12.32,0.4,11.97,6.41,23.07,9,94.52,6.42
20211,188,166.89,169.5,115.13,11.84,12.24,,11.97,6.61,27.19,22.3,109.74,6.61
20212,131.9,162.99,155.5,113.27,12.07,12.27,,11.97,6.62,24.26,13.3,103.92,6.61
20213,193.1,162.29,127.7,116.54,11.82,12.28,,11.97,6.6,25.72,15.4,108.16,6.61
20214,166.2,167.03,195.1,109.91,11.8,12.33,0.35,11.97,6.61,25.23,11,102.25,6.61
20215,169.1,148.24,139.4,111.28,12.12,12.23,0.4,11.97,6.41,18.82,15,82.41,6.44
20216,156.8,131.67,140,112.85,12.04,12.31,0.41,11.97,6.43,21.4,19.6,90.83,6.4
20217,173.8,168.25,147.6,115.18,11.9,12.41,,11.97,6.62,24.98,21.2,97.06,6.62
20218,156.9,168.79,173.1,107.58,12.06,12.21,,11.97,6.6,23.52,30.3,99.63,6.62
20219,167.2,151.07,197.7,112.38,12.05,12.24,0.41,11.97,6.41,23.13,15.7,103.18,6.25
20220,160.8,153.73,156.8,111.07,12.08,12.15,,11.98,6.62,23.57,20.6,96.66,6.63
20221,159,152.44,157.2,115.4,12.07,12.23,0.38,11.97,6.4,17.47,14.5,88.24,6.41
20222,167.3,156.18,167.3,112.04,12.08,12.19,,11.97,6.62,23.59,27.5,102.08,6.6
20223,171.8,181.27,190.1,114.87,12.08,12.15,,11.97,6.62,22.59,45.9,96.13,6.61
20224,132.4,168.37,152,111.08,11.92,12.28,,11.97,6.62,29.62,16.3,109.56,6.6
20225,149,164.99,154.6,113.34,11.9,12.3,,11.97,6.62,22.55,15.6,85.07,6.61
20226,191.6,163.6,150.1,109.94,11.75,12.26,,11.97,6.61,23.71,10.2,95.61,6.61
20227,165.9,152.49,146,111.11,11.91,12.26,,11.97,6.6,23.92,15.6,91.97,6.62
20228,158.3,149.02,142.3,114.23,12.13,12.16,0.38,11.97,6.41,19.45,17,87.47,6.41
20229,146.4,176.25,143,114.92,12.05,12.3,,11.97,6.65,23.53,11.9,103.96,6.63
20230,146.4,157.85,159.3,136.23,12.08,12.29,,11.97,6.62,20.33,17.5,102.74,6.61
20231,197.9,141.22,158.3,113.58,11.84,12.31,,11.97,6.4,27.57,13.5,102.67,6.63
20232,174.1,170.72,145.7,115.98,12.06,12.4,,11.97,6.63,25.07,10.2,100.44,6.61
20233,172.7,152.18,155,109.75,12.11,12.25,0.38,11.97,6.41,18.09,16.4,83.19,6.42
20234,175.4,175.29,171.2,112.58,11.86,12.18,,11.98,6.63,25.4,21.5,102.75,6.61
20235,146.4,154.58,166.4,113.6,11.9,12.26,,11.97,6.62,24.06,14,94.21,6.63
20236,154.7,153.11,169.8,113.78,12.1,12.32,0.39,11.97,6.41,23.17,12.6,101.77,6.4
20237,149.8,164.43,132.9,103.43,11.89,12.21,,11.97,6.62,24.34,16.7,89.42,6.61
20238,138.3,153.04,132.2,112.8,12.09,12.27,0.41,11.97,6.41,23.32,15.2,100.5,6.41
20239,146.9,136.44,150.6,112.1,12.11,12.21,0.41,11.97,6.41,23.5,16,97.6,6.42
20240,146.3,149.49,171.3,114.84,12.11,12.27,0.41,11.97,6.41,20.75,18.3,93.14,6.43
20241,139.3,155.02,158.6,106.28,11.86,12.1,0.38,11.97,6.6,25.3,26.7,96.43,6.6
20242,176.5,157.42,152.7,115.43,12.09,12.21,,11.97,6.61,22.29,15.2,101.69,6.61
20243,166.2,173.96,156.1,112.6,12.06,12.16,,11.98,6.61,24.38,21,100.86,6.61
20244,154.7,176.96,162.5,110.72,11.88,12.26,,11.97,6.6,24.06,13.1,111.24,6.61
20245,186.8,142.24,154.7,116.09,11.78,12.27,,11.97,6.6,21.85,14.6,91.54,6.63
20246,189.5,148.99,163.8,112.41,12.12,12.26,0.38,11.97,6.41,24.27,18.9,105.02,6.41
20247,139.4,152.91,147.3,111.68,12.09,12.26,0.42,11.97,6.4,23.43,13,104.34,6.41
20248,164.3,155.95,156,120.63,12.06,12.21,0.41,11.97,6.41,23.45,14.8,105.25,6.42
20249,114.4,171.43,144.2,115.92,12.07,12.3,,11.97,6.62,23.86,15.9,105.07,6.62
20250,154.4,162.99,180.4,113.02,12.08,12.33,,11.97,6.6,23.97,9.6,103.65,6.61
20251,155.6,153.99,163.6,114.9,12.09,12.17,,11.97,6.62,23.36,19.3,96.05,6.62
20252,149.1,157.73,171.4,110.38,11.82,12.14,0.29,11.98,6.61,24.51,21.8,97.84,6.61
20253,156.4,153,150.6,115.11,12.1,12.23,0.39,11.97,6.4,18.66,18.8,83.81,6.43
20254,166.6,153.14,158,110.45,11.9,12.28,,11.97,6.6,25.28,13.8,99.81,6.6
20255,160.3,145.89,156.2,110.94,11.83,12.23,0.41,11.97,6.6,23.84,13.9,96.57,6.6
20256,165.2,159.17,169,108.81,11.83,12.19,0.38,11.97,6.61,25.39,18,101.92,6.61
20257,163.7,155.88,146.5,111.56,11.75,12.34,,11.97,6.63,23.88,14.2,87.65,6.62
20258,141.9,155.55,150.2,116.43,11.83,12.16,0.36,11.97,6.6,24.88,20,96.71,6.64
20259,142.3,148.11,148.2,114.86,12.09,12.3,0.41,11.97,6.41,22.53,15.1,102.38,6.43
20260,158.7,172.58,179.7,117.73,11.92,12.31,,11.97,6.6,25.78,17,94.01,6.61
20261,142.2,172.05,169.3,115.87,12.06,12.26,,11.97,6.62,24.26,13.4,97.3,6.61
20262,138.1,159.29,134.3,114.98,11.9,12.29,,11.97,6.61,24.43,12.3,90.79,6.62
